"HOBO 3, CTD 01",,Pressure[cm],Temperature[°C],2:Spec.cond.[mS/cm]
5/18/2014 0:00,41777,1202.541133,25.708,-99
5/18/2014 0:30,41777.02083,1202.000683,25.708,-99
5/18/2014 1:00,41777.04167,1201.297079,25.708,-99
5/18/2014 1:30,41777.0625,1201.123727,25.708,-99
5/18/2014 2:00,41777.08333,1200.766827,25.708,-99
5/18/2014 2:30,41777.10417,1200.409926,25.708,-99
5/18/2014 3:00,41777.125,1200.583278,25.708,-99
5/18/2014 3:30,41777.14583,1202.357584,25.708,-99
5/18/2014 4:00,41777.16667,1204.845691,25.708,-99
5/18/2014 4:30,41777.1875,1205.906196,25.708,-99
5/18/2014 5:00,41777.20833,1206.263097,25.708,-99
5/18/2014 5:30,41777.22917,1206.079548,25.708,-99
5/18/2014 6:00,41777.25,1205.906196,25.708,-99
5/18/2014 6:30,41777.27083,1205.375944,25.708,-99
5/18/2014 7:00,41777.29167,1205.375944,25.708,-99
5/18/2014 7:30,41777.3125,1205.192395,25.708,-99
5/18/2014 8:00,41777.33333,1204.845691,25.708,-99
5/18/2014 8:30,41777.35417,1204.305242,25.708,-99
5/18/2014 9:00,41777.375,1203.958538,25.708,-99
5/18/2014 9:30,41777.39583,1203.601638,25.708,-99
5/18/2014 10:00,41777.41667,1202.887836,25.708,-99
5/18/2014 10:30,41777.4375,1202.000683,25.708,-99
5/18/2014 11:00,41777.45833,1201.470431,25.708,-99
5/18/2014 11:30,41777.47917,1200.583278,25.708,-99
5/18/2014 12:00,41777.5,1199.706322,25.708,-99
5/18/2014 12:30,41777.52083,1198.99252,25.708,-99
5/18/2014 13:00,41777.54167,1198.105367,25.708,-99
5/18/2014 13:30,41777.5625,1197.218214,25.708,-99
5/18/2014 14:00,41777.58333,1196.157709,25.708,-99
5/18/2014 14:30,41777.60417,1219.9069,25.708,-99
5/18/2014 15:00,41777.625,1225.94362,25.708,-99
5/18/2014 15:30,41777.64583,1227.891278,25.708,-99
5/18/2014 16:00,41777.66667,1225.586719,25.708,-99
5/18/2014 16:30,41777.6875,1218.673043,25.708,-99
5/18/2014 17:00,41777.70833,1214.594178,25.708,-99
5/18/2014 17:30,41777.72917,1213.880377,25.708,-99
5/18/2014 18:00,41777.75,1213.176773,25.708,-99
5/18/2014 18:30,41777.77083,1212.28962,25.708,-99
5/18/2014 19:00,41777.79167,1211.045566,25.708,-99
5/18/2014 19:30,41777.8125,1209.801512,25.708,-99
5/18/2014 20:00,41777.83333,1208.741007,25.708,-99
5/18/2014 20:30,41777.85417,1207.496954,25.708,-99
5/18/2014 21:00,41777.875,1206.966701,25.708,-99
5/18/2014 21:30,41777.89583,1206.6098,25.708,-99
5/18/2014 22:00,41777.91667,1206.263097,25.708,-99
5/18/2014 22:30,41777.9375,1205.549296,25.708,-99
5/18/2014 23:00,41777.95833,1204.662143,25.708,-99
5/18/2014 23:30,41777.97917,1203.774989,25.708,-99
5/19/2014 0:00,41778,1202.887836,25.708,-99
5/19/2014 0:30,41778.02083,1202.357584,25.708,-99
5/19/2014 1:00,41778.04167,1201.65398,25.708,-99
5/19/2014 1:30,41778.0625,1201.297079,25.708,-99
5/19/2014 2:00,41778.08333,1200.940178,25.708,-99
5/19/2014 2:30,41778.10417,1200.409926,25.708,-99
5/19/2014 3:00,41778.125,1199.879673,25.708,-99
5/19/2014 3:30,41778.14583,1199.522773,25.708,-99
5/19/2014 4:00,41778.16667,1199.165872,25.708,-99
5/19/2014 4:30,41778.1875,1199.349421,25.708,-99
5/19/2014 5:00,41778.20833,1199.165872,25.708,-99
5/19/2014 5:30,41778.22917,1199.706322,25.708,-99
5/19/2014 6:00,41778.25,1199.879673,25.708,-99
5/19/2014 6:30,41778.27083,1200.053025,25.708,-99
5/19/2014 7:00,41778.29167,1200.236574,25.708,-99
5/19/2014 7:30,41778.3125,1199.879673,25.708,-99
5/19/2014 8:00,41778.33333,1200.053025,25.708,-99
5/19/2014 8:30,41778.35417,1199.522773,25.708,-99
5/19/2014 9:00,41778.375,1199.165872,25.708,-99
5/19/2014 9:30,41778.39583,1198.63562,25.708,-99
5/19/2014 10:00,41778.41667,1198.105367,25.708,-99
5/19/2014 10:30,41778.4375,1197.401763,25.708,-99
5/19/2014 11:00,41778.45833,1196.687962,25.708,-99
5/19/2014 11:30,41778.47917,1195.627457,25.708,-99
5/19/2014 12:00,41778.5,1194.923853,25.708,-99
5/19/2014 12:30,41778.52083,1194.0367,25.708,-99
5/19/2014 13:00,41778.54167,1193.506447,25.708,-99
5/19/2014 13:30,41778.5625,1192.965998,25.708,-99
5/19/2014 14:00,41778.58333,1192.262393,25.708,-99
5/19/2014 14:30,41778.60417,1191.732141,25.708,-99
5/19/2014 15:00,41778.625,1191.201889,25.708,-99
5/19/2014 15:30,41778.64583,1190.488087,25.708,-99
5/19/2014 16:00,41778.66667,1216.541836,25.708,-99
5/19/2014 16:30,41778.6875,1216.541836,25.708,-99
5/19/2014 17:00,41778.70833,1213.880377,25.708,-99
5/19/2014 17:30,41778.72917,1213.176773,25.708,-99
5/19/2014 18:00,41778.75,1212.993224,25.708,-99
5/19/2014 18:30,41778.77083,1212.462972,25.708,-99
5/19/2014 19:00,41778.79167,1211.402467,25.708,-99
5/19/2014 19:30,41778.8125,1210.566299,25.805,-99
5/19/2014 20:00,41778.83333,1209.679146,25.805,-99
5/19/2014 20:30,41778.85417,1208.435093,25.805,-99
5/19/2014 21:00,41778.875,1207.90484,25.805,-99
5/19/2014 21:30,41778.89583,1207.017687,25.805,-99
5/19/2014 22:00,41778.91667,1206.487435,25.805,-99
5/19/2014 22:30,41778.9375,1206.130534,25.805,-99
5/19/2014 23:00,41778.95833,1205.243381,25.805,-99
5/19/2014 23:30,41778.97917,1204.539777,25.805,-99
5/20/2014 0:00,41779,1204.009524,25.805,-99
5/20/2014 0:30,41779.02083,1202.938822,25.805,-99
5/20/2014 1:00,41779.04167,1202.40857,25.805,-99
5/20/2014 1:30,41779.0625,1201.521417,25.805,-99
5/20/2014 2:00,41779.08333,1200.991164,25.805,-99
5/20/2014 2:30,41779.10417,1200.817812,25.805,-99
5/20/2014 3:00,41779.125,1200.634263,25.805,-99
5/20/2014 3:30,41779.14583,1199.930659,25.805,-99
5/20/2014 4:00,41779.16667,1199.573759,25.805,-99
5/20/2014 4:30,41779.1875,1199.216858,25.805,-99
5/20/2014 5:00,41779.20833,1198.870154,25.805,-99
5/20/2014 5:30,41779.22917,1199.043506,25.805,-99
5/20/2014 6:00,41779.25,1199.043506,25.805,-99
5/20/2014 6:30,41779.27083,1199.216858,25.805,-99
5/20/2014 7:00,41779.29167,1199.216858,25.805,-99
5/20/2014 7:30,41779.3125,1199.043506,25.805,-99
5/20/2014 8:00,41779.33333,1199.043506,25.805,-99
5/20/2014 8:30,41779.35417,1198.870154,25.805,-99
5/20/2014 9:00,41779.375,1198.513254,25.805,-99
5/20/2014 9:30,41779.39583,1197.799452,25.805,-99
5/20/2014 10:00,41779.41667,1197.452749,25.805,-99
5/20/2014 10:30,41779.4375,1196.565596,25.805,-99
5/20/2014 11:00,41779.45833,1195.851794,25.805,-99
5/20/2014 11:30,41779.47917,1194.974839,25.805,-99
5/20/2014 12:00,41779.5,1194.087685,25.805,-99
5/20/2014 12:30,41779.52083,1193.016983,25.805,-99
5/20/2014 13:00,41779.54167,1192.140027,25.805,-99
5/20/2014 13:30,41779.5625,1190.895974,25.805,-99
5/20/2014 14:00,41779.58333,1190.008821,25.805,-99
5/20/2014 14:30,41779.60417,1189.121667,25.805,-99
5/20/2014 15:00,41779.625,1188.244711,25.805,-99
5/20/2014 15:30,41779.64583,1187.53091,25.805,-99
5/20/2014 16:00,41779.66667,1186.827306,25.805,-99
5/20/2014 16:30,41779.6875,1186.297054,25.805,-99
5/20/2014 17:00,41779.70833,1186.113505,25.805,-99
5/20/2014 17:30,41779.72917,1185.583252,25.805,-99
5/20/2014 18:00,41779.75,1185.583252,25.805,-99
5/20/2014 18:30,41779.77083,1185.4099,25.805,-99
5/20/2014 19:00,41779.79167,1185.4099,25.805,-99
5/20/2014 19:30,41779.8125,1185.226352,25.805,-99
5/20/2014 20:00,41779.83333,1185.4099,25.805,-99
5/20/2014 20:30,41779.85417,1185.583252,25.805,-99
5/20/2014 21:00,41779.875,1185.940153,25.805,-99
5/20/2014 21:30,41779.89583,1186.297054,25.805,-99
5/20/2014 22:00,41779.91667,1186.470405,25.805,-99
5/20/2014 22:30,41779.9375,1186.470405,25.805,-99
5/20/2014 23:00,41779.95833,1186.643757,25.805,-99
5/20/2014 23:30,41779.97917,1186.297054,25.805,-99
5/21/2014 0:00,41780,1185.766801,25.805,-99
5/21/2014 0:30,41780.02083,1185.4099,25.805,-99
5/21/2014 1:00,41780.04167,1184.879648,25.805,-99
5/21/2014 1:30,41780.0625,1184.879648,25.805,-99
5/21/2014 2:00,41780.08333,1184.696099,25.805,-99
5/21/2014 2:30,41780.10417,1184.696099,25.805,-99
5/21/2014 3:00,41780.125,1184.165847,25.805,-99
5/21/2014 3:30,41780.14583,1184.349396,25.805,-99
5/21/2014 4:00,41780.16667,1184.522747,25.805,-99
5/21/2014 4:30,41780.1875,1183.992495,25.805,-99
5/21/2014 5:00,41780.20833,1183.992495,25.805,-99
5/21/2014 5:30,41780.22917,1183.992495,25.805,-99
5/21/2014 6:00,41780.25,1184.349396,25.805,-99
5/21/2014 6:30,41780.27083,1184.696099,25.805,-99
5/21/2014 7:00,41780.29167,1184.879648,25.805,-99
5/21/2014 7:30,41780.3125,1184.879648,25.805,-99
5/21/2014 8:00,41780.33333,1184.696099,25.805,-99
5/21/2014 8:30,41780.35417,1184.696099,25.805,-99
5/21/2014 9:00,41780.375,1184.879648,25.805,-99
5/21/2014 9:30,41780.39583,1184.696099,25.805,-99
5/21/2014 10:00,41780.41667,1184.349396,25.805,-99
5/21/2014 10:30,41780.4375,1183.462242,25.805,-99
5/21/2014 11:00,41780.45833,1183.288891,25.805,-99
5/21/2014 11:30,41780.47917,1182.401738,25.805,-99
5/21/2014 12:00,41780.5,1181.687936,25.805,-99
5/21/2014 12:30,41780.52083,1181.157684,25.805,-99
5/21/2014 13:00,41780.54167,1180.45408,25.805,-99
5/21/2014 13:30,41780.5625,1179.740278,25.805,-99
5/21/2014 14:00,41780.58333,1179.036674,25.805,-99
5/21/2014 14:30,41780.60417,1178.149521,25.805,-99
5/21/2014 15:00,41780.625,1177.619269,25.805,-99
5/21/2014 15:30,41780.64583,1177.089016,25.805,-99
5/21/2014 16:00,41780.66667,1176.732115,25.805,-99
5/21/2014 16:30,41780.6875,1176.385412,25.805,-99
5/21/2014 17:00,41780.70833,1176.201863,25.805,-99
5/21/2014 17:30,41780.72917,1176.201863,25.805,-99
5/21/2014 18:00,41780.75,1176.385412,25.805,-99
5/21/2014 18:30,41780.77083,1176.732115,25.805,-99
5/21/2014 19:00,41780.79167,1176.558764,25.805,-99
5/21/2014 19:30,41780.8125,1176.558764,25.805,-99
5/21/2014 20:00,41780.83333,1176.732115,25.805,-99
5/21/2014 20:30,41780.85417,1177.262368,25.805,-99
5/21/2014 21:00,41780.875,1176.915664,25.805,-99
5/21/2014 21:30,41780.89583,1177.089016,25.805,-99
5/21/2014 22:00,41780.91667,1177.089016,25.805,-99
5/21/2014 22:30,41780.9375,1177.089016,25.805,-99
5/21/2014 23:00,41780.95833,1176.915664,25.805,-99
5/21/2014 23:30,41780.97917,1176.201863,25.805,-99
5/22/2014 0:00,41781,1175.85516,25.805,-99
5/22/2014 0:30,41781.02083,1175.498259,25.805,-99
5/22/2014 1:00,41781.04167,1175.141358,25.805,-99
5/22/2014 1:30,41781.0625,1175.141358,25.805,-99
5/22/2014 2:00,41781.08333,1174.968006,25.805,-99
5/22/2014 2:30,41781.10417,1174.968006,25.805,-99
5/22/2014 3:00,41781.125,1174.968006,25.805,-99
5/22/2014 3:30,41781.14583,1174.968006,25.805,-99
5/22/2014 4:00,41781.16667,1174.968006,25.805,-99
5/22/2014 4:30,41781.1875,1174.968006,25.805,-99
5/22/2014 5:00,41781.20833,1175.141358,25.805,-99
5/22/2014 5:30,41781.22917,1175.375893,25.902,-99
5/22/2014 6:00,41781.25,1175.375893,25.902,-99
5/22/2014 6:30,41781.27083,1175.722596,25.902,-99
5/22/2014 7:00,41781.29167,1175.671611,25.805,-99
5/22/2014 7:30,41781.3125,1175.375893,25.902,-99
5/22/2014 8:00,41781.33333,1175.906145,25.902,-99
5/22/2014 8:30,41781.35417,1175.549245,25.902,-99
5/22/2014 9:00,41781.375,1175.549245,25.902,-99
5/22/2014 9:30,41781.39583,1175.375893,25.902,-99
5/22/2014 10:00,41781.41667,1175.192344,25.902,-99
5/22/2014 10:30,41781.4375,1174.662092,25.902,-99
5/22/2014 11:00,41781.45833,1174.131839,25.902,-99
5/22/2014 11:30,41781.47917,1173.601587,25.902,-99
5/22/2014 12:00,41781.5,1173.071334,25.902,-99
5/22/2014 12:30,41781.52083,1172.714434,25.902,-99
5/22/2014 13:00,41781.54167,1171.837478,25.902,-99
5/22/2014 13:30,41781.5625,1171.480577,25.902,-99
5/22/2014 14:00,41781.58333,1170.766776,25.902,-99
5/22/2014 14:30,41781.60417,1170.420072,25.902,-99
5/22/2014 15:00,41781.625,1169.88982,25.902,-99
5/22/2014 15:30,41781.64583,1169.359567,25.902,-99
5/22/2014 16:00,41781.66667,1168.829315,25.902,-99
5/22/2014 16:30,41781.6875,1168.299062,25.902,-99
5/22/2014 17:00,41781.70833,1168.299062,25.902,-99
5/22/2014 17:30,41781.72917,1168.472414,25.902,-99
5/22/2014 18:00,41781.75,1168.829315,25.902,-99
5/22/2014 18:30,41781.77083,1169.002667,25.902,-99
5/22/2014 19:00,41781.79167,1169.176018,25.902,-99
5/22/2014 19:30,41781.8125,1169.88982,25.902,-99
5/22/2014 20:00,41781.83333,1170.063171,25.902,-99
5/22/2014 20:30,41781.85417,1170.236523,25.902,-99
5/22/2014 21:00,41781.875,1170.236523,25.902,-99
5/22/2014 21:30,41781.89583,1170.420072,25.902,-99
5/22/2014 22:00,41781.91667,1170.593424,25.902,-99
5/22/2014 22:30,41781.9375,1170.236523,25.902,-99
5/22/2014 23:00,41781.95833,1170.236523,25.902,-99
5/22/2014 23:30,41781.97917,1169.88982,25.902,-99
5/23/2014 0:00,41782,1169.532919,25.902,-99
5/23/2014 0:30,41782.02083,1169.176018,25.902,-99
5/23/2014 1:00,41782.04167,1169.002667,25.902,-99
5/23/2014 1:30,41782.0625,1168.829315,25.902,-99
5/23/2014 2:00,41782.08333,1168.829315,25.902,-99
5/23/2014 2:30,41782.10417,1169.002667,25.902,-99
5/23/2014 3:00,41782.125,1168.829315,25.902,-99
5/23/2014 3:30,41782.14583,1169.002667,25.902,-99
5/23/2014 4:00,41782.16667,1169.002667,25.902,-99
5/23/2014 4:30,41782.1875,1169.176018,25.902,-99
5/23/2014 5:00,41782.20833,1169.176018,25.902,-99
5/23/2014 5:30,41782.22917,1169.88982,25.902,-99
5/23/2014 6:00,41782.25,1170.420072,25.902,-99
5/23/2014 6:30,41782.27083,1170.766776,25.902,-99
5/23/2014 7:00,41782.29167,1171.123676,25.902,-99
5/23/2014 7:30,41782.3125,1171.123676,25.902,-99
5/23/2014 8:00,41782.33333,1171.653929,25.902,-99
5/23/2014 8:30,41782.35417,1171.653929,25.902,-99
5/23/2014 9:00,41782.375,1171.307225,25.902,-99
5/23/2014 9:30,41782.39583,1171.123676,25.902,-99
5/23/2014 10:00,41782.41667,1170.593424,25.902,-99
5/23/2014 10:30,41782.4375,1170.236523,25.902,-99
5/23/2014 11:00,41782.45833,1169.706271,25.902,-99
5/23/2014 11:30,41782.47917,1169.359567,25.902,-99
5/23/2014 12:00,41782.5,1168.829315,25.902,-99
5/23/2014 12:30,41782.52083,1168.115513,25.902,-99
5/23/2014 13:00,41782.54167,1167.411909,25.902,-99
5/23/2014 13:30,41782.5625,1166.524756,25.902,-99
5/23/2014 14:00,41782.58333,1165.994504,25.902,-99
5/23/2014 14:30,41782.60417,1165.2909,25.902,-99
5/23/2014 15:00,41782.625,1165.107351,25.902,-99
5/23/2014 15:30,41782.64583,1164.403746,25.902,-99
5/23/2014 16:00,41782.66667,1164.046846,25.902,-99
5/23/2014 16:30,41782.6875,1163.516593,25.902,-99
5/23/2014 17:00,41782.70833,1163.516593,25.902,-99
5/23/2014 17:30,41782.72917,1163.873494,25.902,-99
5/23/2014 18:00,41782.75,1164.230395,25.902,-99
5/23/2014 18:30,41782.77083,1164.577098,25.902,-99
5/23/2014 19:00,41782.79167,1165.107351,25.902,-99
5/23/2014 19:30,41782.8125,1165.464251,25.902,-99
5/23/2014 20:00,41782.83333,1165.821152,25.902,-99
5/23/2014 20:30,41782.85417,1166.708305,25.902,-99
5/23/2014 21:00,41782.875,1167.055009,25.902,-99
5/23/2014 21:30,41782.89583,1167.411909,25.902,-99
5/23/2014 22:00,41782.91667,1167.76881,25.902,-99
5/23/2014 22:30,41782.9375,1167.585261,25.902,-99
5/23/2014 23:00,41782.95833,1167.411909,25.902,-99
5/23/2014 23:30,41782.97917,1167.238558,25.902,-99
5/24/2014 0:00,41783,1167.055009,25.902,-99
5/24/2014 0:30,41783.02083,1166.881657,25.902,-99
5/24/2014 1:00,41783.04167,1166.178053,25.902,-99
5/24/2014 1:30,41783.0625,1166.178053,25.902,-99
5/24/2014 2:00,41783.08333,1165.994504,25.902,-99
5/24/2014 2:30,41783.10417,1165.994504,25.902,-99
5/24/2014 3:00,41783.125,1165.821152,25.902,-99
5/24/2014 3:30,41783.14583,1165.994504,25.902,-99
5/24/2014 4:00,41783.16667,1165.821152,25.902,-99
5/24/2014 4:30,41783.1875,1165.821152,25.902,-99
5/24/2014 5:00,41783.20833,1165.6478,25.902,-99
5/24/2014 5:30,41783.22917,1165.821152,25.902,-99
5/24/2014 6:00,41783.25,1166.178053,25.902,-99
5/24/2014 6:30,41783.27083,1166.524756,25.902,-99
5/24/2014 7:00,41783.29167,1166.881657,25.902,-99
5/24/2014 7:30,41783.3125,1167.411909,25.902,-99
5/24/2014 8:00,41783.33333,1167.411909,25.902,-99
5/24/2014 8:30,41783.35417,1167.942162,25.902,-99
5/24/2014 9:00,41783.375,1167.942162,25.902,-99
5/24/2014 9:30,41783.39583,1167.942162,25.902,-99
5/24/2014 10:00,41783.41667,1167.942162,25.902,-99
5/24/2014 10:30,41783.4375,1167.585261,25.902,-99
5/24/2014 11:00,41783.45833,1167.055009,25.902,-99
5/24/2014 11:30,41783.47917,1166.881657,25.902,-99
5/24/2014 12:00,41783.5,1166.524756,25.902,-99
5/24/2014 12:30,41783.52083,1165.994504,25.902,-99
5/24/2014 13:00,41783.54167,1166.40239,26,-99
5/24/2014 13:30,41783.5625,1165.994504,25.902,-99
5/24/2014 14:00,41783.58333,1165.158336,26,-99
5/24/2014 14:30,41783.60417,1164.577098,25.902,-99
5/24/2014 15:00,41783.625,1164.577098,25.902,-99
5/24/2014 15:30,41783.64583,1164.28138,26,-99
5/24/2014 16:00,41783.66667,1164.097832,26,-99
5/24/2014 16:30,41783.6875,1163.394227,26,-99
5/24/2014 17:00,41783.70833,1163.394227,26,-99
5/24/2014 17:30,41783.72917,1163.751128,26,-99
5/24/2014 18:00,41783.75,1163.92448,26,-99
5/24/2014 18:30,41783.77083,1164.628084,26,-99
5/24/2014 19:00,41783.79167,1164.984985,26,-99
5/24/2014 19:30,41783.8125,1165.341885,26,-99
5/24/2014 20:00,41783.83333,1165.688589,26,-99
5/24/2014 20:30,41783.85417,1166.04549,26,-99
5/24/2014 21:00,41783.875,1166.575742,26,-99
5/24/2014 21:30,41783.89583,1166.932643,26,-99
5/24/2014 22:00,41783.91667,1167.105994,26,-99
5/24/2014 22:30,41783.9375,1167.289543,26,-99
5/24/2014 23:00,41783.95833,1167.105994,26,-99
5/24/2014 23:30,41783.97917,1166.932643,26,-99
5/25/2014 0:00,41784,1166.218841,26,-99
5/25/2014 0:30,41784.02083,1166.218841,26,-99
5/25/2014 1:00,41784.04167,1166.04549,26,-99
5/25/2014 1:30,41784.0625,1166.218841,26,-99
5/25/2014 2:00,41784.08333,1165.688589,26,-99
5/25/2014 2:30,41784.10417,1165.515237,26,-99
5/25/2014 3:00,41784.125,1165.515237,26,-99
5/25/2014 3:30,41784.14583,1165.515237,26,-99
5/25/2014 4:00,41784.16667,1165.872138,26,-99
5/25/2014 4:30,41784.1875,1165.688589,26,-99
5/25/2014 5:00,41784.20833,1165.688589,26,-99
5/25/2014 5:30,41784.22917,1165.515237,26,-99
5/25/2014 6:00,41784.25,1165.688589,26,-99
5/25/2014 6:30,41784.27083,1165.688589,26,-99
5/25/2014 7:00,41784.29167,1166.04549,26,-99
5/25/2014 7:30,41784.3125,1166.40239,26,-99
5/25/2014 8:00,41784.33333,1166.575742,26,-99
5/25/2014 8:30,41784.35417,1166.932643,26,-99
5/25/2014 9:00,41784.375,1166.932643,26,-99
5/25/2014 9:30,41784.39583,1167.289543,26,-99
5/25/2014 10:00,41784.41667,1167.636247,26,-99
5/25/2014 10:30,41784.4375,1167.462895,26,-99
5/25/2014 11:00,41784.45833,1167.993148,26,-99
5/25/2014 11:30,41784.47917,1195.953766,26,-99
5/25/2014 12:00,41784.5,1207.303208,26,-99
5/25/2014 12:30,41784.52083,1205.528901,26,-99
5/25/2014 13:00,41784.54167,1208.190361,26,-99
5/25/2014 13:30,41784.5625,1208.190361,26,-99
5/25/2014 14:00,41784.58333,1204.458199,26,-99
5/25/2014 14:30,41784.60417,1203.040794,26,-99
5/25/2014 15:00,41784.625,1202.33719,26,-99
5/25/2014 15:30,41784.64583,1202.163838,26,-99
5/25/2014 16:00,41784.66667,1201.980289,26,-99
5/25/2014 16:30,41784.6875,1203.754595,26,-99
5/25/2014 17:00,41784.70833,1204.8151,26,-99
5/25/2014 17:30,41784.72917,1205.528901,26,-99
5/25/2014 18:00,41784.75,1205.528901,26,-99
5/25/2014 18:30,41784.77083,1203.754595,26,-99
5/25/2014 19:00,41784.79167,1203.224343,26,-99
5/25/2014 19:30,41784.8125,1203.040794,26,-99
5/25/2014 20:00,41784.83333,1203.040794,26,-99
5/25/2014 20:30,41784.85417,1203.224343,26,-99
5/25/2014 21:00,41784.875,1203.397694,26,-99
5/25/2014 21:30,41784.89583,1203.397694,26,-99
5/25/2014 22:00,41784.91667,1203.040794,26,-99
5/25/2014 22:30,41784.9375,1203.040794,26,-99
5/25/2014 23:00,41784.95833,1202.510541,26,-99
5/25/2014 23:30,41784.97917,1201.623388,26,-99
5/26/2014 0:00,41785,1201.623388,26,-99
5/26/2014 0:30,41785.02083,1200.919784,26,-99
5/26/2014 1:00,41785.04167,1200.562883,26,-99
5/26/2014 1:30,41785.0625,1199.859279,26,-99
5/26/2014 2:00,41785.08333,1199.67573,26,-99
5/26/2014 2:30,41785.10417,1199.145478,26,-99
5/26/2014 3:00,41785.125,1199.329027,26,-99
5/26/2014 3:30,41785.14583,1198.972126,26,-99
5/26/2014 4:00,41785.16667,1198.615225,26,-99
5/26/2014 4:30,41785.1875,1198.788577,26,-99
5/26/2014 5:00,41785.20833,1198.972126,26,-99
5/26/2014 5:30,41785.22917,1198.788577,26,-99
5/26/2014 6:00,41785.25,1199.859279,26,-99
5/26/2014 6:30,41785.27083,1203.224343,26,-99
5/26/2014 7:00,41785.29167,1203.397694,26,-99
5/26/2014 7:30,41785.3125,1203.397694,26,-99
5/26/2014 8:00,41785.33333,1203.040794,26,-99
5/26/2014 8:30,41785.35417,1203.040794,26,-99
5/26/2014 9:00,41785.375,1203.040794,26,-99
5/26/2014 9:30,41785.39583,1202.69409,26,-99
5/26/2014 10:00,41785.41667,1202.163838,26,-99
5/26/2014 10:30,41785.4375,1201.980289,26,-99
5/26/2014 11:00,41785.45833,1202.163838,26,-99
5/26/2014 11:30,41785.47917,1214.920488,26,-99
5/26/2014 12:00,41785.5,1215.807641,26,-99
5/26/2014 12:30,41785.52083,1214.563587,26,-99
5/26/2014 13:00,41785.54167,1213.503082,26,-99
5/26/2014 13:30,41785.5625,1212.259028,26,-99
5/26/2014 14:00,41785.58333,1212.442577,26,-99
5/26/2014 14:30,41785.60417,1213.686631,26,-99
5/26/2014 15:00,41785.625,1212.97283,26,-99
5/26/2014 15:30,41785.64583,1211.912325,26,-99
5/26/2014 16:00,41785.66667,1211.249509,26.097,-99
5/26/2014 16:30,41785.6875,1210.494919,26,-99
5/26/2014 17:00,41785.70833,1210.005455,26.097,-99
5/26/2014 17:30,41785.72917,1209.067317,26,-99
5/26/2014 18:00,41785.75,1208.241346,26.097,-99
5/26/2014 18:30,41785.77083,1207.884446,26.097,-99
5/26/2014 19:00,41785.79167,1207.354193,26.097,-99
5/26/2014 19:30,41785.8125,1206.283491,26.097,-99
5/26/2014 20:00,41785.83333,1206.283491,26.097,-99
5/26/2014 20:30,41785.85417,1205.753239,26.097,-99
5/26/2014 21:00,41785.875,1205.936788,26.097,-99
5/26/2014 21:30,41785.89583,1205.753239,26.097,-99
5/26/2014 22:00,41785.91667,1205.936788,26.097,-99
5/26/2014 22:30,41785.9375,1205.579887,26.097,-99
5/26/2014 23:00,41785.95833,1205.936788,26.097,-99
5/26/2014 23:30,41785.97917,1209.475203,26.097,-99
5/27/2014 0:00,41786,1208.771599,26.097,-99
5/27/2014 0:30,41786.02083,1208.241346,26.097,-99
5/27/2014 1:00,41786.04167,1207.354193,26.097,-99
5/27/2014 1:30,41786.0625,1206.46704,26.097,-99
5/27/2014 2:00,41786.08333,1205.936788,26.097,-99
5/27/2014 2:30,41786.10417,1205.222986,26.097,-99
5/27/2014 3:00,41786.125,1204.335833,26.097,-99
5/27/2014 3:30,41786.14583,1203.632229,26.097,-99
5/27/2014 4:00,41786.16667,1203.275328,26.097,-99
5/27/2014 4:30,41786.1875,1203.44868,26.097,-99
5/27/2014 5:00,41786.20833,1203.275328,26.097,-99
5/27/2014 5:30,41786.22917,1204.519382,26.097,-99
5/27/2014 6:00,41786.25,1204.335833,26.097,-99
5/27/2014 6:30,41786.27083,1204.866086,26.097,-99
5/27/2014 7:00,41786.29167,1204.519382,26.097,-99
5/27/2014 7:30,41786.3125,1204.162482,26.097,-99
5/27/2014 8:00,41786.33333,1203.978933,26.097,-99
5/27/2014 8:30,41786.35417,1203.632229,26.097,-99
5/27/2014 9:00,41786.375,1203.275328,26.097,-99
5/27/2014 9:30,41786.39583,1202.918428,26.097,-99
5/27/2014 10:00,41786.41667,1202.918428,26.097,-99
5/27/2014 10:30,41786.4375,1202.745076,26.097,-99
5/27/2014 11:00,41786.45833,1202.745076,26.097,-99
5/27/2014 11:30,41786.47917,1220.12104,26.097,-99
5/27/2014 12:00,41786.5,1224.199905,26.097,-99
5/27/2014 12:30,41786.52083,1224.199905,26.097,-99
5/27/2014 13:00,41786.54167,1220.824645,26.097,-99
5/27/2014 13:30,41786.5625,1214.971473,26.097,-99
5/27/2014 14:00,41786.58333,1214.441221,26.097,-99
5/27/2014 14:30,41786.60417,1212.850464,26.097,-99
5/27/2014 15:00,41786.625,1212.666915,26.097,-99
5/27/2014 15:30,41786.64583,1211.779762,26.097,-99
5/27/2014 16:00,41786.66667,1210.545905,26.097,-99
5/27/2014 16:30,41786.6875,1209.475203,26.097,-99
5/27/2014 17:00,41786.70833,1208.771599,26.097,-99
5/27/2014 17:30,41786.72917,1208.414698,26.097,-99
5/27/2014 18:00,41786.75,1208.241346,26.097,-99
5/27/2014 18:30,41786.77083,1208.771599,26.097,-99
5/27/2014 19:00,41786.79167,1211.60641,26.097,-99
5/27/2014 19:30,41786.8125,1211.779762,26.097,-99
5/27/2014 20:00,41786.83333,1211.433058,26.097,-99
5/27/2014 20:30,41786.85417,1212.136662,26.097,-99
5/27/2014 21:00,41786.875,1211.60641,26.097,-99
